,match_id,match_date,home_team,away_team,home_score,away_score,team,player,pass_recipient,timestamp,period,minute,X_pass_start,Y_pass_start,X_pass_end,Y_pass_end,shot_outcome,player_id,type,X,Y,color,round_minute,penalty
3551,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:00:51.151,1,0.85,39.5,72.2,33.5,77.2,,,,,,,1,No
7551,3857266,2022-11-26,France,Denmark,2,1,Denmark,Kasper Schmeichel,Rasmus Nissen Kristensen,2023-12-16 00:00:52.940,1,0.8666666666666667,23.5,52.0,50.8,78.0,,,,,,,1,No
9514,3869552,2022-12-14,France,Morocco,2,0,France,Antoine Griezmann,Ousmane Dembélé,2023-12-16 00:00:52.238,1,0.8666666666666667,68.2,63.3,76.4,74.2,,,,,,,1,No
6679,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Alejandro Tagliafico,Nicolás Hernán Otamendi,2023-12-16 00:00:52.722,1,0.8666666666666667,43.5,4.4,32.9,15.0,,,,,,,1,No
8600,3869354,2022-12-10,England,France,1,2,England,Luke Shaw,Harry Maguire,2023-12-16 00:00:53.877,1,0.8833333333333333,39.7,2.4,24.3,3.6,,,,,,,1,No
1174,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Virgil van Dijk,Jurriën David Norman Timber,2023-12-16 00:00:54.359,1,0.9,33.9,22.0,25.6,50.9,,,,,,,1,No
11422,3857279,2022-11-22,France,Australia,4,1,France,Lucas Hernández Pi,Kylian Mbappé Lottin,2023-12-16 00:00:54.723,1,0.9,78.2,2.7,86.3,1.2,,,,,,,1,No
4713,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lisandro Martínez,Nicolás Hernán Otamendi,2023-12-16 00:00:54.188,1,0.9,39.0,5.0,27.9,19.7,,,,,,,1,No
7552,3857266,2022-11-26,France,Denmark,2,1,Denmark,Rasmus Nissen Kristensen,Pierre-Emile Højbjerg,2023-12-16 00:00:55.262,1,0.9166666666666666,50.8,78.0,46.9,66.6,,,,,,,1,No
6680,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:00:55.784,1,0.9166666666666666,32.9,18.8,34.3,43.2,,,,,,,1,No
11423,3857279,2022-11-22,France,Australia,4,1,France,Kylian Mbappé Lottin,Lucas Hernández Pi,2023-12-16 00:00:56.449,1,0.9333333333333333,86.3,1.2,99.5,4.6,,,,,,,1,No
5656,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Dejan Lovren,Josip Juranović,2023-12-16 00:00:57.044,1,0.95,41.1,71.5,58.4,74.3,,,,,,,1,No
8601,3869354,2022-12-10,England,France,1,2,England,Harry Maguire,Philip Foden,2023-12-16 00:00:57.241,1,0.95,24.3,3.6,75.8,1.8,,,,,,,1,No
3553,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:00:57.305,1,0.95,25.9,57.0,29.1,26.3,,,,,,,1,No
4714,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Nicolás Hernán Otamendi,Gonzalo Ariel Montiel,2023-12-16 00:00:57.611,1,0.95,28.2,25.9,45.8,67.7,,,,,,,1,No
1175,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Jurriën David Norman Timber,Virgil van Dijk,2023-12-16 00:00:57.517,1,0.95,25.6,50.9,27.4,33.9,,,,,,,1,No
7553,3857266,2022-11-26,France,Denmark,2,1,Denmark,Pierre-Emile Højbjerg,Rasmus Nissen Kristensen,2023-12-16 00:00:57.761,1,0.95,45.3,67.7,45.0,78.3,,,,,,,1,No
9515,3869552,2022-12-14,France,Morocco,2,0,Morocco,Azzedine Ounahi,Sofyan Amrabat,2023-12-16 00:00:58.518,1,0.9666666666666667,26.4,17.4,23.1,9.1,,,,,,,1,No
7554,3857266,2022-11-26,France,Denmark,2,1,Denmark,Rasmus Nissen Kristensen,Joachim Andersen,2023-12-16 00:00:58.669,1,0.9666666666666667,45.0,78.3,32.9,74.5,,,,,,,1,No
6681,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,2023-12-16 00:00:59.507,1,0.9833333333333333,38.5,47.4,57.0,73.8,,,,,,,1,No
5657,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Alexis Mac Allister,Enzo Fernandez,2023-12-16 00:00:59.249,1,0.9833333333333333,68.7,2.5,67.5,8.3,,,,,,,1,No
6682,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,2023-12-16 00:01:00.874,1,1.0,56.4,73.8,46.2,66.6,,,,,,,1,No
7555,3857266,2022-11-26,France,Denmark,2,1,Denmark,Joachim Andersen,Rasmus Nissen Kristensen,2023-12-16 00:01:01.305,1,1.0166666666666666,31.8,76.1,49.7,78.0,,,,,,,2,No
4715,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Gonzalo Ariel Montiel,Ángel Fabián Di María Hernández,2023-12-16 00:01:01.454,1,1.0166666666666666,45.3,69.3,60.8,72.3,,,,,,,2,No
1176,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Virgil van Dijk,Nathan Aké,2023-12-16 00:01:01.379,1,1.0166666666666666,36.2,30.1,34.5,10.7,,,,,,,2,No
3554,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,2023-12-16 00:01:01.987,1,1.0166666666666666,35.4,23.4,32.7,36.0,,,,,,,2,No
12545,3857275,2022-11-30,Tunisia,France,1,0,France,Axel Disasi,Randal Kolo Muani,2023-12-16 00:01:01.127,1,1.0166666666666666,33.3,80.0,47.2,76.0,,,,,,,2,No
2437,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nicolás Alejandro Tagliafico,Nicolás Hernán Otamendi,2023-12-16 00:01:01.290,1,1.0166666666666666,44.1,3.8,20.8,11.9,,,,,,,2,No
12546,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Aïssa Bilal Laïdouni,Nader Ghandri,2023-12-16 00:01:03.563,1,1.05,73.7,8.6,47.2,15.6,,,,,,,2,No
6683,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Rodrigo Javier De Paul,Leandro Daniel Paredes,2023-12-16 00:01:03.772,1,1.05,47.1,59.8,38.8,38.9,,,,,,,2,No
1177,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Nathan Aké,Daley Blind,2023-12-16 00:01:04.135,1,1.0666666666666667,34.5,10.7,44.5,3.0,,,,,,,2,No
7556,3857266,2022-11-26,France,Denmark,2,1,Denmark,Rasmus Nissen Kristensen,Andreas Evald Cornelius,2023-12-16 00:01:04.694,1,1.0666666666666667,62.0,77.8,75.1,65.5,,,,,,,2,No
3555,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Enzo Fernandez,Cristian Gabriel Romero,2023-12-16 00:01:04.897,1,1.0666666666666667,31.1,37.3,26.2,50.1,,,,,,,2,No
2438,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:01:04.704,1,1.0666666666666667,21.7,17.7,19.7,33.3,,,,,,,2,No
1178,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Daley Blind,Nathan Aké,2023-12-16 00:01:06.115,1,1.1,39.4,2.8,26.0,6.1,,,,,,,2,No
12547,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Nader Ghandri,Yassine Meriah,2023-12-16 00:01:06.358,1,1.1,47.2,17.4,44.2,39.1,,,,,,,2,No
6684,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Cristian Gabriel Romero,2023-12-16 00:01:07.194,1,1.1166666666666667,43.5,38.2,44.6,55.3,,,,,,,2,No
7557,3857266,2022-11-26,France,Denmark,2,1,Denmark,Andreas Evald Cornelius,Pierre-Emile Højbjerg,2023-12-16 00:01:07.108,1,1.1166666666666667,74.7,59.4,66.1,58.8,,,,,,,2,No
3556,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:01:07.907,1,1.1166666666666667,27.0,49.8,33.3,22.6,,,,,,,2,No
1179,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Nathan Aké,Andries Noppert,2023-12-16 00:01:09.178,1,1.15,10.1,11.4,4.0,23.4,,,,,,,2,No
12548,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Yassine Meriah,Wajdi Kechrida,2023-12-16 00:01:09.270,1,1.15,45.8,44.9,62.5,62.2,,,,,,,2,No
5658,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nicolás Alejandro Tagliafico,Nicolás Hernán Otamendi,2023-12-16 00:01:10.684,1,1.1666666666666667,52.9,0.1,35.8,4.8,,,,,,,2,No
4716,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Gonzalo Ariel Montiel,Rodrigo Javier De Paul,2023-12-16 00:01:10.741,1,1.1666666666666667,55.9,68.0,39.6,61.2,,,,,,,2,No
1180,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Andries Noppert,Cody Mathès Gakpo,2023-12-16 00:01:10.701,1,1.1666666666666667,4.0,23.4,45.9,20.2,,,,,,,2,No
6685,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Leandro Daniel Paredes,2023-12-16 00:01:11.964,1,1.1833333333333333,46.7,58.9,43.7,41.4,,,,,,,2,No
3557,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,2023-12-16 00:01:11.547,1,1.1833333333333333,47.9,20.7,72.1,5.2,,,,,,,2,No
12549,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Wajdi Kechrida,Yassine Meriah,2023-12-16 00:01:11.876,1,1.1833333333333333,59.2,62.4,44.8,57.8,,,,,,,2,No
7558,3857266,2022-11-26,France,Denmark,2,1,France,Ousmane Dembélé,Jules Koundé,2023-12-16 00:01:12.153,1,1.2,34.8,55.6,19.7,65.1,,,,,,,2,No
8602,3869354,2022-12-10,England,France,1,2,England,Luke Shaw,Harry Maguire,2023-12-16 00:01:12.876,1,1.2,75.1,0.1,52.6,3.6,,,,,,,2,No
2439,3869685,2022-12-18,Argentina,France,3,3,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:01:12.037,1,1.2,30.9,42.5,27.9,22.6,,,,,,,2,No
5659,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:01:13.683,1,1.2166666666666668,34.5,6.7,34.5,26.8,,,,,,,2,No
7559,3857266,2022-11-26,France,Denmark,2,1,France,Jules Koundé,Ousmane Dembélé,2023-12-16 00:01:13.871,1,1.2166666666666668,19.9,67.0,37.2,79.9,,,,,,,2,No
6686,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Nicolás Hernán Otamendi,2023-12-16 00:01:14.400,1,1.2333333333333334,45.3,37.3,53.9,12.5,,,,,,,2,No
1181,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:01:15.228,1,1.25,56.4,72.2,39.3,54.6,,,,,,,2,No
3558,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Marcos Javier Acuña,Alexis Mac Allister,2023-12-16 00:01:15.499,1,1.25,76.0,7.1,87.0,20.2,,,,,,,2,No
12550,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Yassine Meriah,Wajdi Kechrida,2023-12-16 00:01:16.315,1,1.2666666666666666,52.8,61.2,80.3,75.6,,,,,,,2,No
6687,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Leandro Daniel Paredes,2023-12-16 00:01:17.430,1,1.2833333333333332,55.7,11.1,46.7,20.4,,,,,,,2,No
2440,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:01:17.390,1,1.2833333333333332,29.8,29.2,27.0,45.9,,,,,,,2,No
8603,3869354,2022-12-10,England,France,1,2,England,Harry Maguire,John Stones,2023-12-16 00:01:17.095,1,1.2833333333333332,45.5,5.1,42.7,20.6,,,,,,,2,No
12551,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Wajdi Kechrida,Anis Ben Slimane,2023-12-16 00:01:17.705,1,1.2833333333333332,80.3,75.6,83.7,72.2,,,,,,,2,No
3559,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Alexis Mac Allister,Rodrigo Javier De Paul,2023-12-16 00:01:18.394,1,1.3,87.1,27.5,79.9,43.8,,,,,,,2,No
5660,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Cristian Gabriel Romero,Rodrigo Javier De Paul,2023-12-16 00:01:19.702,1,1.3166666666666667,46.2,50.9,53.9,57.7,,,,,,,2,No
8604,3869354,2022-12-10,England,France,1,2,England,John Stones,Declan Rice,2023-12-16 00:01:20.266,1,1.3333333333333333,45.2,32.1,51.8,32.1,,,,,,,2,No
3560,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Rodrigo Javier De Paul,Ángel Fabián Di María Hernández,2023-12-16 00:01:20.474,1,1.3333333333333333,83.7,48.6,95.7,75.1,,,,,,,2,No
6688,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Cristian Gabriel Romero,2023-12-16 00:01:20.135,1,1.3333333333333333,42.6,19.2,40.8,47.0,,,,,,,2,No
1182,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:01:20.751,1,1.3333333333333333,39.3,54.6,47.4,73.5,,,,,,,2,No
5661,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Rodrigo Javier De Paul,Cristian Gabriel Romero,2023-12-16 00:01:21.532,1,1.35,50.2,57.0,39.4,54.0,,,,,,,2,No
4717,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Rodrigo Javier De Paul,Gonzalo Ariel Montiel,2023-12-16 00:01:22.332,1,1.3666666666666667,61.3,64.2,54.0,71.5,,,,,,,2,No
2441,3869685,2022-12-18,Argentina,France,3,3,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:01:22.311,1,1.3666666666666667,32.1,54.5,25.9,31.6,,,,,,,2,No
5662,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:01:22.516,1,1.3666666666666667,39.4,53.3,35.4,29.9,,,,,,,2,No
8605,3869354,2022-12-10,England,France,1,2,England,Declan Rice,Luke Shaw,2023-12-16 00:01:24.591,1,1.4,62.9,14.1,68.8,2.2,,,,,,,2,No
2442,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nicolás Hernán Otamendi,Damián Emiliano Martínez,2023-12-16 00:01:24.055,1,1.4,24.7,29.0,5.6,42.3,,,,,,,2,No
6689,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Ángel Fabián Di María Hernández,2023-12-16 00:01:24.385,1,1.4,46.4,55.6,93.1,74.7,,,,,,,2,No
1183,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Cristian Gabriel Romero,Rodrigo Javier De Paul,2023-12-16 00:01:25.826,1,1.4166666666666667,56.7,74.7,63.1,77.1,,,,,,,2,No
4718,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Gonzalo Ariel Montiel,Nicolás Hernán Otamendi,2023-12-16 00:01:25.238,1,1.4166666666666667,54.0,71.5,38.5,60.9,,,,,,,2,No
8606,3869354,2022-12-10,England,France,1,2,England,Luke Shaw,Harry Maguire,2023-12-16 00:01:26.459,1,1.4333333333333333,68.8,2.2,45.5,3.6,,,,,,,2,No
4719,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Nicolás Hernán Otamendi,Guido Rodríguez,2023-12-16 00:01:27.645,1,1.45,38.2,58.2,50.7,49.8,,,,,,,2,No
5663,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nicolás Hernán Otamendi,Nicolás Alejandro Tagliafico,2023-12-16 00:01:28.302,1,1.4666666666666668,48.3,20.8,48.0,5.1,,,,,,,2,No
1184,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Rodrigo Javier De Paul,Enzo Fernandez,2023-12-16 00:01:28.736,1,1.4666666666666668,61.5,70.4,54.6,63.2,,,,,,,2,No
4720,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Guido Rodríguez,Lisandro Martínez,2023-12-16 00:01:28.797,1,1.4666666666666668,49.4,50.3,42.6,20.5,,,,,,,2,No
11424,3857279,2022-11-22,France,Australia,4,1,France,Kylian Mbappé Lottin,Adrien Rabiot,2023-12-16 00:01:29.008,1,1.4833333333333334,120.0,0.1,115.9,31.8,,,,,,,2,No
1185,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Enzo Fernandez,Alexis Mac Allister,2023-12-16 00:01:30.203,1,1.5,54.6,63.2,63.6,39.9,,,,,,,2,No
2443,3869685,2022-12-18,Argentina,France,3,3,France,Theo Bernard François Hernández,Adrien Rabiot,2023-12-16 00:01:31.390,1,1.5166666666666666,68.5,5.7,72.1,13.4,,,,,,,2,No
6690,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Ángel Fabián Di María Hernández,Lautaro Javier Martínez,2023-12-16 00:01:31.663,1,1.5166666666666666,106.4,64.6,106.7,42.9,,,,,,,2,No
5664,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nicolás Alejandro Tagliafico,Nicolás Hernán Otamendi,2023-12-16 00:01:31.480,1,1.5166666666666666,48.0,5.8,36.2,12.4,,,,,,,2,No
12552,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Wajdi Kechrida,Yassine Meriah,2023-12-16 00:01:33.336,1,1.55,71.7,80.0,48.2,73.2,,,,,,,2,No
5665,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nicolás Hernán Otamendi,Damián Emiliano Martínez,2023-12-16 00:01:33.458,1,1.55,35.8,10.1,11.6,30.0,,,,,,,2,No
2444,3869685,2022-12-18,Argentina,France,3,3,France,Adrien Rabiot,Theo Bernard François Hernández,2023-12-16 00:01:33.075,1,1.55,72.3,13.4,73.6,4.7,,,,,,,2,No
1186,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Alexis Mac Allister,Marcos Javier Acuña,2023-12-16 00:01:33.006,1,1.55,64.9,28.7,71.2,7.3,,,,,,,2,No
7560,3857266,2022-11-26,France,Denmark,2,1,Denmark,Joakim Mæhle,Jesper Lindstrøm,2023-12-16 00:01:33.503,1,1.55,83.7,0.1,94.3,18.3,,,,,,,2,No
7561,3857266,2022-11-26,France,Denmark,2,1,Denmark,Jesper Lindstrøm,Christian Dannemann Eriksen,2023-12-16 00:01:34.881,1,1.5666666666666667,94.3,18.3,85.3,22.5,,,,,,,2,No
4721,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lisandro Martínez,Marcos Javier Acuña,2023-12-16 00:01:34.241,1,1.5666666666666667,55.9,12.1,68.4,3.7,,,,,,,2,No
1187,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Marcos Javier Acuña,Lisandro Martínez,2023-12-16 00:01:35.682,1,1.5833333333333335,71.7,7.9,51.1,18.6,,,,,,,2,No
7562,3857266,2022-11-26,France,Denmark,2,1,Denmark,Christian Dannemann Eriksen,Pierre-Emile Højbjerg,2023-12-16 00:01:35.619,1,1.5833333333333335,88.1,22.9,85.6,36.4,,,,,,,2,No
9516,3869552,2022-12-14,France,Morocco,2,0,Morocco,Noussair Mazraoui,Azzedine Ounahi,2023-12-16 00:01:35.668,1,1.5833333333333335,89.4,0.1,81.4,8.7,,,,,,,2,No
8607,3869354,2022-12-10,England,France,1,2,England,Harry Maguire,Luke Shaw,2023-12-16 00:01:35.991,1,1.5833333333333335,50.6,5.3,86.0,1.8,,,,,,,2,No
5666,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Damián Emiliano Martínez,Cristian Gabriel Romero,2023-12-16 00:01:36.089,1,1.6,12.1,30.3,20.5,48.8,,,,,,,2,No
11425,3857279,2022-11-22,France,Australia,4,1,France,Lucas Hernández Pi,Olivier Giroud,2023-12-16 00:01:37.256,1,1.6166666666666667,81.6,10.6,96.1,7.4,,,,,,,2,No
8608,3869354,2022-12-10,England,France,1,2,England,Luke Shaw,Philip Foden,2023-12-16 00:01:37.866,1,1.6166666666666667,87.3,2.4,85.0,9.5,,,,,,,2,No
4722,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Marcos Javier Acuña,Nicolás Hernán Otamendi,2023-12-16 00:01:37.186,1,1.6166666666666667,64.3,11.0,40.1,25.1,,,,,,,2,No
9517,3869552,2022-12-14,France,Morocco,2,0,Morocco,Azzedine Ounahi,Noussair Mazraoui,2023-12-16 00:01:37.216,1,1.6166666666666667,81.9,8.7,83.9,4.0,,,,,,,2,No
9518,3869552,2022-12-14,France,Morocco,2,0,Morocco,Noussair Mazraoui,Sofiane Boufal,2023-12-16 00:01:37.933,1,1.6166666666666667,84.5,4.0,94.5,9.0,,,,,,,2,No
12553,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Yassine Meriah,Aymen Dahmen,2023-12-16 00:01:37.833,1,1.6166666666666667,46.8,71.6,12.2,52.3,,,,,,,2,No
1188,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Lisandro Martínez,Enzo Fernandez,2023-12-16 00:01:38.578,1,1.6333333333333333,51.5,18.9,53.9,34.1,,,,,,,2,No
7563,3857266,2022-11-26,France,Denmark,2,1,Denmark,Pierre-Emile Højbjerg,Rasmus Nissen Kristensen,2023-12-16 00:01:38.341,1,1.6333333333333333,87.2,41.0,99.3,75.3,,,,,,,2,No
4723,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Nicolás Hernán Otamendi,Gonzalo Ariel Montiel,2023-12-16 00:01:39.986,1,1.65,38.8,30.3,45.3,64.7,,,,,,,2,No
1189,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Enzo Fernandez,Nicolás Hernán Otamendi,2023-12-16 00:01:40.551,1,1.6666666666666665,48.2,32.4,42.3,40.2,,,,,,,2,No
8609,3869354,2022-12-10,England,France,1,2,France,Ousmane Dembélé,Jules Koundé,2023-12-16 00:01:40.217,1,1.6666666666666665,30.3,68.4,23.2,70.6,,,,,,,2,No
9519,3869552,2022-12-14,France,Morocco,2,0,France,Antoine Griezmann,Kylian Mbappé Lottin,2023-12-16 00:01:40.715,1,1.6666666666666665,24.3,59.1,43.9,35.0,,,,,,,2,No
10425,3869152,2022-12-04,France,Poland,3,1,Poland,Wojciech Szczęsny,Robert Lewandowski,2023-12-16 00:01:40.356,1,1.6666666666666665,7.0,44.1,64.2,59.4,,,,,,,2,No
8610,3869354,2022-12-10,England,France,1,2,France,Jules Koundé,Aurélien Djani Tchouaméni,2023-12-16 00:01:41.403,1,1.6833333333333333,23.2,70.6,28.2,68.4,,,,,,,2,No
8611,3869354,2022-12-10,England,France,1,2,France,Aurélien Djani Tchouaméni,Dayotchanculle Upamecano,2023-12-16 00:01:43.692,1,1.7166666666666668,26.4,65.9,20.4,41.7,,,,,,,2,No
12554,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Aymen Dahmen,Montassar Omar Talbi,2023-12-16 00:01:43.619,1,1.7166666666666668,14.4,34.1,26.7,22.6,,,,,,,2,No
9520,3869552,2022-12-14,France,Morocco,2,0,Morocco,Sofyan Amrabat,Hakim Ziyech,2023-12-16 00:01:43.706,1,1.7166666666666668,83.4,33.4,83.3,42.6,,,,,,,2,No
10426,3869152,2022-12-04,France,Poland,3,1,France,Adrien Rabiot,Olivier Giroud,2023-12-16 00:01:43.927,1,1.7166666666666668,55.9,20.7,70.8,24.0,,,,,,,2,No
5667,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Cristian Gabriel Romero,Rodrigo Javier De Paul,2023-12-16 00:01:44.516,1,1.7333333333333334,47.8,63.0,51.6,75.8,,,,,,,2,No
9521,3869552,2022-12-14,France,Morocco,2,0,Morocco,Hakim Ziyech,Azzedine Ounahi,2023-12-16 00:01:44.960,1,1.7333333333333334,82.5,39.3,81.4,24.3,,,,,,,2,No
1190,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:01:45.353,1,1.75,42.3,40.2,45.0,68.0,,,,,,,2,No
8612,3869354,2022-12-10,England,France,1,2,France,Dayotchanculle Upamecano,Theo Bernard François Hernández,2023-12-16 00:01:45.214,1,1.75,20.4,41.1,45.7,12.8,,,,,,,2,No
4724,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Gonzalo Ariel Montiel,Ángel Fabián Di María Hernández,2023-12-16 00:01:45.542,1,1.75,71.3,65.5,69.2,73.7,,,,,,,2,No
10427,3869152,2022-12-04,France,Poland,3,1,France,Olivier Giroud,Kylian Mbappé Lottin,2023-12-16 00:01:45.666,1,1.75,70.8,24.0,74.6,15.8,,,,,,,2,No
9522,3869552,2022-12-14,France,Morocco,2,0,Morocco,Azzedine Ounahi,Noussair Mazraoui,2023-12-16 00:01:46.389,1,1.7666666666666666,80.1,23.1,66.9,18.2,,,,,,,2,No
5668,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:01:46.891,1,1.7666666666666666,53.3,75.2,117.7,59.5,,,,,,,2,No
4725,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Ángel Fabián Di María Hernández,Guido Rodríguez,2023-12-16 00:01:47.658,1,1.7833333333333332,67.5,73.9,56.7,51.7,,,,,,,2,No
7564,3857266,2022-11-26,France,Denmark,2,1,Denmark,Rasmus Nissen Kristensen,Joachim Andersen,2023-12-16 00:01:47.783,1,1.7833333333333332,100.7,80.0,78.0,74.0,,,,,,,2,No
1191,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Cristian Gabriel Romero,Lionel Andrés Messi Cuccittini,2023-12-16 00:01:47.742,1,1.7833333333333332,45.0,68.0,52.5,60.9,,,,,,,2,No
9523,3869552,2022-12-14,France,Morocco,2,0,Morocco,Noussair Mazraoui,Romain Saïss,2023-12-16 00:01:48.202,1,1.8,64.4,17.7,43.7,43.2,,,,,,,2,No
12555,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Montassar Omar Talbi,Nader Ghandri,2023-12-16 00:01:48.438,1,1.8,27.1,22.6,28.5,28.8,,,,,,,2,No
4726,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Guido Rodríguez,Lionel Andrés Messi Cuccittini,2023-12-16 00:01:48.810,1,1.8,56.7,51.7,62.9,53.0,,,,,,,2,No
9524,3869552,2022-12-14,France,Morocco,2,0,Morocco,Romain Saïss,Achraf Dari,2023-12-16 00:01:50.867,1,1.8333333333333335,43.4,43.2,41.7,73.7,,,,,,,2,No
8613,3869354,2022-12-10,England,France,1,2,France,Theo Bernard François Hernández,Kylian Mbappé Lottin,2023-12-16 00:01:51.433,1,1.85,80.4,13.4,92.8,4.8,,,,,,,2,No
